Sun Jul  5 22:11:38 2026    profile.prof

         5343471 function calls (5336900 primitive calls) in 66.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      111    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:349(set_antialiased)
       81    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
      336    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\_api\__init__.py:79(<genexpr>)
       48    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:3174(_check_size)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:191(_check_gridspec_exists)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:1962(_signature_bound_method)
       70    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3279(set_axisbelow)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3012(<listcomp>)
       99    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:565(set_markevery)
       19    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:2628(__init__)
      210    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:2864(_set_dpi)
      426    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:974(get_agg_filter)
       45    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:330(intervalx)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\uuid.py:713(uuid4)
      465    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:662(size)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\abc.py:105(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\inference.py:306(is_named_tuple)
       54    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:811(set_alpha)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\gettext.py:542(find)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:791(null)
       97    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:354(height)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colors.py:419(to_rgba_array)
       78    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:945(get_hatch_path)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:2911(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:276(_optimize_charset)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1799(_add_action)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:3554(export)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:216(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\ntpath.py:214(basename)
       72    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:2017(closeto)
       33    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:2315(_is_torch_array)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\bezier.py:283(axis_aligned_extrema)
      108    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:129(__hash__)
        6    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       31    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\typing.py:303(inner)
       64    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1107(set_label)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:221(<setcomp>)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:405(_import_plugin_for_extension)
      531    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\copy.py:107(_copy_immutable)
      339    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:915(get_text)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:969(sort)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:1283(exists)
       54    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:1871(_str_lower_equal)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\_ufunc_config.py:456(__exit__)
       48    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1334(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\ntpath.py:463(normpath)
       24    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
       24    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:888(reset_ticks)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:164(__prepare__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\re.py:197(search)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:3564(_decompression_bomb_check)
      128    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:203(isword)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1381(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:69(_restore_foreground_window_at_end)
       34    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
      282    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\path.py:211(vertices)
       34    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\os.py:746(encodekey)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:318(get_patch_transform)
      159    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       34    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1637(_add_action)
      107    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:164(__getitem__)
       33    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1250(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\typing.py:659(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:427(trace_add)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:313(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colors.py:404(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageTk.py:1(<module>)
    27/13    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:174(getwidth)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:442(trace_remove)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\_config\config.py:145(_get_option)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:348(width)
      204    0.000    0.000    0.000    0.000 {built-in method math.sin}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:530(__init__)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1912(take_action)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cm.py:284(_ensure_cmap)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:805(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:2062(getLogger)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\path.py:778(unit_rectangle)
      240    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:674(readonly)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3914(get_ybound)
       72    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1774(__array__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:861(after_cancel)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_function_base_impl.py:2435(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:1187(_process)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1837(is_separable)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:290(get_joinstyle)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:972(__and__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:221(set_prop_cycle)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:61(axisinfo)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:521(set_joinstyle)
      144    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:565(__getattr__)
      300    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1345(get_usetex)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1932(set_minor_formatter)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1487(_windowingsystem)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:624(get_snap)
       44    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:254(get)
      150    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       54    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:158(__setitem__)
       78    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:828(set_antialiased)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colorizer.py:249(set_clim)
      295    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3964(get_ylim)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
      240    0.000    0.000    0.000    0.000 {built-in method _heapq.heapreplace}
       63    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\ma\core.py:1408(getmask)
       63    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:250(y0)
       90    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:433(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\weakref.py:54(_cb)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:736(__init__)
      234    0.000    0.000    0.000    0.000 {built-in method math.radians}
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:708(name)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\weakref.py:368(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1988(set_minor_locator)
       72    0.000    0.000    0.000    0.000 {built-in method math.log10}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1306(getLogger)
        9    0.000    0.000    0.000    0.000 <frozen zipimport>:371(_get_module_info)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:2214(_set_artist_props)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:1527(<dictcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:2002(__init__)
       51    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:44(_is_private)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\_config\config.py:273(__call__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:32(__init__)
      114    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      120    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:246(_get_multialignment)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:266(__bool__)
      273    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:666(mode)
       36    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\hatch.py:182(_validate_hatch_pattern)
      126    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:772(__reduce_ex__)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\heapq.py:563(<listcomp>)
       66    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:220(get_tick_padding)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\dialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\common.py:515(get_compression_method)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:277(_save_header)
       41    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\_virtualenv.py:52(find_spec)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetForegroundWindow}
      228    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\multiarray.py:761(dot)
       99    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1349(set_parse_math)
      295    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1098(<dictcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1448(_add_action)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1438(add_argument_group)
      148    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       30    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      192    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:206(_reshape_dispatcher)
      108    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1160(set_fontweight)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:2249(view_limits)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\pyplot.py:555(draw_if_interactive)
       33    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageTk.py:145(__str__)
       58    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:233(__next)
       18    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\_pylab_helpers.py:99(get_active)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:2684(set_layout_engine)
      315    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1809(get_affine)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2266(wm_withdraw)
       85    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:587(_format_args)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:212(__getitem__)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:130(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1615(__init__)
      135    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:906(set_file)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1670(get_minor_ticks)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\font.py:69(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:734(get_antialiased)
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\_binary.py:112(o32be)
       33    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:2351(_is_tensorflow_array)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:221(__init__)
        3    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1528(_get_optional_kwargs)
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\getlimits.py:708(min)
       33    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:2327(_is_jax_array)
        9    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\common.py:160(is_url)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:857(__len__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:907(_request_autoscale_view)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:293(get_capstyle)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\_config\config.py:127(_get_single_key)
       66    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1566(_root)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:317(_remove_proxy)
      154    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:2551(get_ticks_position)
      249    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:3185(_min_dispatcher)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:400(set)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\shape_base.py:80(atleast_2d)
      252    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:3047(_max_dispatcher)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\_api\__init__.py:182(check_getitem)
       34    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\generic.py:37(_check)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:956(get_markeredgecolor)
       28    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
