Sun Jul  5 22:11:38 2026    profile.prof

         5343471 function calls (5336900 primitive calls) in 66.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:490(set_useOffset)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\JpegImagePlugin.py:343(JpegImageFile)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\base.py:832(_reset_identity)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:635(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\generic.py:575(_get_axis_number)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:100(set_width_ratios)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1701(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:2726(_attach_default_encoderinfo)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\projections\__init__.py:81(get_projection_class)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\pyplot.py:281(install_repl_displayhook)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1727(<dictcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:141(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\linalg\_linalg.py:128(isComplexType)
        3    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:3050(Entry)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:930(__call__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\linalg\_linalg.py:142(_realType)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:804(_get_backend_or_none)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1757(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:204(nlevels)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:432(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\threading.py:1138(native_id)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\shape_base.py:17(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\_api\__init__.py:45(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:689(isDefault_minloc)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:139(_get_index_label_flat)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\simpledialog.py:89(Dialog)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\linalg\_linalg.py:198(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:873(parents)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexing.py:2801(check_dict_or_set_indexers)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\format.py:885(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:639(clear)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1103(get_label)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\construction.py:755(_maybe_repeat)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\urllib\parse.py:114(_coerce_args)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1838(_set_converter)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:315(__subclasshook__)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:429(is_transform_set)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:396(__str__)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:697(isDefault_minfmt)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:258(_set_locator)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:226(_clear)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2404(Pack)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1508(__iter__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1667(get_aspect)
       12    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:292(add)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:101(na_rep)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:1100(_BackendTk)
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        6    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       10    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2274(Tk)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\codecs.py:214(setstate)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:123(__call__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:3569(Show)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\format.py:593(_calc_max_rows_fitted)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\font.py:100(__str__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:2875(_cumsum_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:196(blklocs)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:2751(get_layout_engine)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1224(get_axes_locator)
        6    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2450(Place)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4085(PhotoImage)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\linalg\_linalg.py:192(_assert_stacked_2d)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:802(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:2713(use_sticky_edges)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\_distutils_hack\__init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\base.py:610(_dtype_to_subclass)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\construction.py:922(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:953(__call__)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:168(__setitem__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colors.py:2175(vmin)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:152(TimerTk)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:965(_sort_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_function_base_impl.py:1365(_diff_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:270(y1)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2149(inverted)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\simpledialog.py:31(SimpleDialog)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PpmImagePlugin.py:163(PpmPlainDecoder)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\uuid.py:333(hex)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:2043(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:117(index)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:2997(parameters)
       10    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageTk.py:73(PhotoImage)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4019(Image)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:786(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:861(get_width)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:175(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:244(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:1141(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:677(isDefault_majfmt)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:3920(register_decoder)
        3    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\common.py:372(apply_if_callable)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:669(isDefault_majloc)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:2319(get_label_position)
       10    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
